0.5861 0.4918
0.0788 0.4746
0.1729 0.8517
0.0359 0.8503
0.2165 0.5111
0.2005 0.5113
0.8380 0.7464
0.4849 0.0183
0.8958 0.6907
0.0705 0.1008
0.4883 0.9493
0.4355 0.0852
0.4631 0.2001
0.4364 0.2123
0.8452 0.2305
0.5079 0.2839
0.9023 0.9889
0.3224 0.5828
0.8389 0.4980
0.9367 0.2826
0.5139 0.4279
0.4151 0.0169
0.7517 0.8900
0.6608 0.0747
0.6935 0.5530
0.1164 0.8973
0.6509 0.5289
0.6453 0.4814
0.2843 0.9966
0.2081 0.6843
0.8465 0.1667
0.4823 0.7305
0.2039 0.7138
0.7848 0.8381
0.3630 0.0562
0.1689 0.4284
0.0652 0.0365
0.3532 0.9047
0.4430 0.3825
0.8453 0.2562
0.8069 0.4211
0.7740 0.4759
0.9187 0.5028
0.1911 0.8888
0.9306 0.4951
0.0232 0.3506
0.8762 0.0598
0.1235 0.9642
0.7981 0.6542
0.5916 0.5091
0.4189 0.7565
0.4200 0.4057
0.5882 0.5114
0.7054 0.4413
0.4903 0.2107
0.8936 0.0453
0.9326 0.9603
0.4531 0.9632
0.6557 0.8449
0.7942 0.2815
0.9551 0.4755
0.3323 0.9038
0.4627 0.2067
0.1754 0.4643
0.4245 0.5479
0.6944 0.9452
0.5008 0.4668
0.0718 0.7983
0.9965 0.8249
0.0555 0.4609
0.5625 0.0938
0.4654 0.8237
0.0700 0.6119
0.2681 0.4115
0.3719 0.8684
0.1832 0.9493
0.6104 0.8791
0.1045 0.2295
0.1920 0.4650
0.0660 0.0910
0.4034 0.8140
0.8870 0.1542
0.2477 0.8035
0.9757 0.1974
0.5952 0.2609
0.4210 0.6600
0.3072 0.2542
0.4655 0.3331
0.0466 0.0967
0.6347 0.4649
0.9564 0.5641
0.2300 0.0344
0.9839 0.7082
0.0109 0.1006
0.0665 0.0647
0.7720 0.8529
0.6627 0.2543
0.1071 0.1815
0.7091 0.3225
0.0751 0.3567
0.2811 0.3245
0.2048 0.3165
0.3046 0.8953
0.4559 0.3735
0.1721 0.9385
0.4019 0.0762
0.1010 0.2702
0.1840 0.9299
0.3875 0.5701
0.2685 0.5477
0.1794 0.3773
0.9044 0.1621
0.1441 0.0237
0.5235 0.7903
0.0529 0.2938
0.3754 0.4601
0.2467 0.5454
0.0560 0.9361
0.5888 0.8865
0.5414 0.2410
0.5213 0.5069
0.0184 0.7748
0.4162 0.1754
0.5035 0.0423
0.5009 0.3650
0.6440 0.4052
0.2069 0.1417
0.5183 0.0781
0.0883 0.3703
0.9081 0.9417
0.2135 0.5564
0.7622 0.0042
0.6880 0.6761
0.1421 0.3231
0.2347 0.1553
0.2274 0.4028
0.3459 0.0796
0.2357 0.9850
0.7377 0.1524
0.7850 0.4173
0.7687 0.6193
0.1179 0.5327
0.2157 0.6472
0.1443 0.0403
0.6983 0.6456
0.7932 0.5765
0.9822 0.9572
0.1669 0.7920
0.0157 0.7847
0.3300 0.5782
0.5117 0.2863
0.7506 0.9111
0.1158 0.4245
0.8448 0.8955
0.1250 0.4253
0.2901 0.7284
0.5518 0.9629
0.7088 0.2133
0.2876 0.3735
0.5430 0.5878
0.6824 0.0828
0.9138 0.1972
0.0388 0.8702
0.5796 0.5415
0.0716 0.7420
0.7782 0.5208
0.1034 0.8272
0.3819 0.0553
0.6881 0.4013
0.9487 0.3792
0.0509 0.5671
0.5700 0.1296
0.5321 0.2514
0.9579 0.2265
0.4597 0.5879
0.6822 0.5684
0.1761 0.8464
0.4353 0.7510
0.4242 0.2987
0.4103 0.6072
0.8474 0.6031
0.4388 0.0388
0.8948 0.8018
0.2029 0.7517
0.1061 0.0821
0.2705 0.4645
0.2829 0.3310
0.6877 0.4703
0.8719 0.8320
0.5732 0.0975
0.4820 0.3994
